hub_id,company_name,sido,address,matched_address,lat,lon,area_m2,fixed_cost,capacity_tons,storage_item,geocoding_status,temperature_zone
WH_00057,로젠택배인천루원 주식회사,인천광역시,인천광역시 서구 호두산로10번길 38-5 (경서동),인천 서구 호두산로10번길 38-5,37.5467952674469,126.647283842257,437.28,437280.0,43728.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00059,페로(Ferro),경기도,"경기도 가평군 청평면 경춘로 29, 3층",경기 가평군 청평면 경춘로 29,37.6788224992458,127.375809582489,5383.530000000001,5383530.000000001,538353.0000000001,General Merchandise,High-Confidence (Kakao),Ambient
WH_00060,주식회사 로풀,경기도,경기도 여주시 가남읍 본두1길 17-52,경기 여주시 가남읍 본두1길 17-52,37.2313919328999,127.5774700489,4092.58,4092580.0,409258.0,Cold Storage,High-Confidence (Kakao),Ambient
WH_00061,(주)천안물류,전북특별자치도,전북특별자치도 익산시 왕궁면 국가식품로3길 46,전북특별자치도 익산시 왕궁면 국가식품로3길 46,35.979878057359,127.090722458734,8290.51,8290510.0,829051.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00062,한국일본통운(주),경기도,"경기도 안성시 원곡면 지문로 459-14, 3층",경기 안성시 원곡면 지문로 459-14,37.074163739564,127.152682183917,13541.58,18958212.0,1083326.4,Electronics,High-Confidence (Kakao),Ambient
WH_00063,한국복합물류(주),전라남도,전라남도 장성군 서삼면 물류로 335,전남 장성군 서삼면 물류로 335,35.3201552830792,126.753895775357,1259.5,1259500.0,125950.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00064,주식회사 엘엑스판토스,경상남도,경상남도 김해시 상동면 상동로 680-70,경남 김해시 상동면 상동로 680-70,35.3114034895569,128.939607156748,28329.0,39660600.0,2266320.0,Electronics,High-Confidence (Kakao),Cold_Chain
WH_00065,주식회사 백패커,경기도,경기도 포천시 군내면 용정경제로2길 83,경기 포천시 군내면 용정경제로2길 83,37.8791403965973,127.208039283857,10042.73,14059822.0,803418.4,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00067,주식회사 코너스톤,충청북도,충청북도 충주시 중앙탑면 묘곡내동길 274,충북 충주시 중앙탑면 묘곡내동길 274,37.0542116588444,127.842349394808,1319.5,2586220.0,84448.0,Electronics,High-Confidence (Kakao),Cold_Chain
WH_00068,RAC-TEC(라텍),경상남도,경상남도 창원시 의창구 북면 신촌본포로 315,경남 창원시 의창구 북면 신촌본포로 315,35.3551579054755,128.635618777139,5100.0,7140000.0,408000.0,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00069,나리로지스 주식회사,인천광역시,"인천광역시 서구 거북로 13, 인천 석남동 에스앤케이 복합물류센터 6층 (석남동)",인천 서구 거북로 13,37.5044920307576,126.662915340446,8412.0,11776800.0,672960.0,Fashion & Cosmetics,High-Confidence (Kakao),Ambient
WH_00070,동원로엑스(주) 포항지점,경상북도,"경상북도 포항시 남구 오천읍 송덕로212번길 27, 1동",경북 포항시 남구 오천읍 송덕로212번길 27,35.9515940940565,129.389256211635,1763.0,3455480.0,112832.0,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00071,롯데글로벌로지스(주),경기도,경기도 이천시 백사면 지읍로 54,경기 이천시 백사면 지읍로 54,37.3146920350994,127.484208242883,20770.0,20770000.0,2077000.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00072,용마로지스(주),경기도,경기도 안성시 일죽면 고목남길 95-31,경기 안성시 일죽면 고목남길 95-31,37.1217156922204,127.440511025582,2633.36,2633360.0,263336.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00073,(주)에이알,경기도,경기도 평택시 진위면 삼남로 745-24,경기 평택시 진위면 삼남로 745-24,37.0879729701759,127.090107721118,4793.9,6711460.0,383512.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00074,로지스 경북,대구광역시,대구광역시 군위군 효령면 하평길 115,대구 군위군 효령면 하평길 115,36.106854752967,128.580570264484,4350.0,6090000.0,348000.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00076,로젠 주식회사,경기도,"경기도 부천시 오정구 신흥로511번길 80, 켄달스퀘어 부천 로지스틱스파크 1층 (오정동)",경기 부천시 오정구 신흥로511번길 80,37.5297997555203,126.775646550568,25156.45,35219030.0,2012516.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00078,엠트랜스 주식회사,충청남도,충청남도 천안시 동남구 목천읍 충절로 1079,충남 천안시 동남구 목천읍 충절로 1079,36.7731618549184,127.228375866701,4682.87,4682870.0,468287.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00079,로젠주식회사,대전광역시,대전광역시 동구 안골로28번길 30 (구도동),대전 동구 안골로28번길 30,36.2712738012227,127.469862681991,10006.72,14009408.0,800537.6000000001,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00080,씨제이대한통운(주),세종특별자치시,"세종특별자치시 부강면 연청로 745-46, 배송센터 A-1동",세종특별자치시 부강면 연청로 745-46,36.5419134477698,127.354914448846,3745.47,5243658.0,299637.60000000003,General Merchandise,High-Confidence (Kakao),Ambient
WH_00081,씨제이대한통운(주),세종특별자치시,"세종특별자치시 부강면 연청로 745-46, c-1-2동",세종특별자치시 부강면 연청로 745-46,36.5419134477698,127.354914448846,1831.41,1831410.0,183141.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00084,로지스영천,경상북도,경상북도 영천시 대창면 금박로 931,경북 영천시 대창면 금박로 931,35.8739723701751,128.883653475596,5109.0,5109000.0,510900.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00085,(주)넥센,경기도,"경기도 시흥시 시화벤처로 400, 그린웨이브 8층층 (정왕동)",경기 시흥시 시화벤처로 400,37.312212124157,126.718248684661,12845.95,12845950.0,1284595.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00088,(주)에이원종합물류,경기도,"경기도 평택시 청북읍 청북양감로 136, 에스제이물류센터",경기 평택시 청북읍 청북양감로 136,37.0447674931703,126.904507976105,8522.0,16703119.999999998,545408.0,Electronics,High-Confidence (Kakao),Cold_Chain
WH_00089,(주)씨케이로지스틱스,경상남도,경상남도 함양군 지곡면 함양로 2375,경남 함양군 지곡면 함양로 2375,35.6010409478694,127.774748731385,3397.75,3397750.0,339775.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00090,인터지스 주식회사,경기도,"경기도 이천시 마장면 이장로311번길 83, 롯데이천물류센터",경기 이천시 마장면 이장로311번길 83,37.2802213125454,127.386473837116,6486.0,9080400.0,518880.0,Fashion & Cosmetics,High-Confidence (Kakao),Cold_Chain
WH_00091,주식회사로지스밸리에프에스,경기도,경기도 이천시 부발읍 부흥로 135,경기 이천시 부발읍 부흥로 135,37.3046854640636,127.532624505352,18513.0,36285480.0,1184832.0,Fashion & Cosmetics,High-Confidence (Kakao),Cold_Chain
WH_00092,주식회사 천안물류,경기도,경기도 안성시 공도읍 기업단지로 264,경기 안성시 공도읍 기업단지로 264,37.0147808746994,127.164914061071,8479.38,11871132.0,678350.3999999999,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00094,주식회사 이음,경기도,경기도 이천시 대월면 양녕로 78,경기 이천시 대월면 양녕로 78,37.1783381314407,127.499962935175,7246.0,10144400.0,579680.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00095,주식회사 현대글로비스,인천광역시,"인천광역시 서구 북항단지로 91, 10,11(일부)층 (원창동)",,37.4563,126.7052,7249.35,10149090.0,579948.0,Fashion & Cosmetics,Low-Confidence (Fallback),Cold_Chain
WH_00096,씨제이대한통운 주식회사,경기도,"경기도 군포시 번영로 82-6, 한국복합물류(주) F동 F동 4층 2,3,4구획호 (부곡동)",,37.4138,127.5183,6386.8,8941520.0,510944.0,Fashion & Cosmetics,Low-Confidence (Fallback),Cold_Chain
WH_00099,(주)제때,경상남도,경상남도 김해시 한림면 김해대로1099번길 20-44,경남 김해시 한림면 김해대로1099번길 20-44,35.2975900572244,128.807778317045,6776.0,9486400.0,542080.0,Cold Storage,High-Confidence (Kakao),Cold_Chain
WH_00100,주식회사 디앤비파트너스 호법지점,경기도,경기도 이천시 호법면 중부대로866번길 85,경기 이천시 호법면 중부대로866번길 85,37.2404017527878,127.431039435765,13309.0,18632600.0,1064720.0,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00101,씨제이대한통운(주),경기도,경기도 포천시 가산면 부흥로 720,경기 포천시 가산면 부흥로 720,37.8120308326422,127.191248166303,4988.19,4988190.0,498819.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00102,엠에스에스로지스틱스(주),세종특별자치시,세종특별자치시 연기면 공단로 83,세종특별자치시 연기면 공단로 83,36.5525496485887,127.265928577907,6272.0,6272000.0,627200.0,Medical,High-Confidence (Kakao),Ambient
WH_00103,(주)스카이로드,인천광역시,"인천광역시 중구 공항동로296번길 98-114, 인천국제공항자유무역지역 A203호 (운서동)",인천 중구 공항동로296번길 98-114,37.4762266826232,126.4827394937,1320.35,1320350.0,132035.0,Electronics,High-Confidence (Kakao),Ambient
WH_00105,씨제이대한통운 시화B2B센터,경기도,"경기도 시흥시 시화벤처로 400, 그린웨이브 (정왕동)",경기 시흥시 시화벤처로 400,37.312212124157,126.718248684661,5607.7,7850779.999999999,448616.0,Food & Beverage,High-Confidence (Kakao),Cold_Chain
WH_00106,롯데글로벌로지스(주),경기도,경기도 양주시 은현면 화합로1002번길 12,경기 양주시 은현면 화합로1002번길 12,37.8550712778497,127.029454451003,15524.1,15524100.0,1552410.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00107,오이사부산 주식회사,경상남도,경상남도 김해시 대동면 대동산단5로 127,경남 김해시 대동면 대동산단5로 127,35.2777845885415,128.999551723441,1139.4,1595160.0,91152.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00108,퀴네앤드나겔 주식회사,경기도,경기도 안성시 고삼면 안성대로 2105,경기 안성시 고삼면 안성대로 2105,37.0991306798169,127.254728710507,71864.27,71864270.0,7186427.0,Fashion & Cosmetics,High-Confidence (Kakao),Ambient
WH_00109,주식회사 닥터로지스,대구광역시,대구광역시 군위군 효령면 용매로 952,대구 군위군 효령면 용매로 952,36.0965591115134,128.58391858455,9530.0,9530000.0,953000.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00110,주식회사 두핸즈 비엠지점,경기도,"경기도 용인시 처인구 백암면 백봉로295번길 60, 용인 백암 물류센터 지하2층",경기 용인시 처인구 백암면 백봉로295번길 60,37.1394304315444,127.389449118891,7667.9,7667900.0,766790.0,Fashion & Cosmetics,High-Confidence (Kakao),Ambient
WH_00111,씨제이 대한통운 (주),경기도,경기도 포천시 내촌면 금강로 2194,경기 포천시 내촌면 금강로 2194,37.7740988859124,127.229223722875,2683.56,3756983.9999999995,214684.80000000002,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00112,주식회사 더엘,경기도,경기도 이천시 부발읍 중부대로1707번길 110,경기 이천시 부발읍 중부대로1707번길 110,37.2937023293645,127.49913159007,1492.0,2088800.0,119360.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00113,롯데글로벌로지스(주),경기도,경기도 이천시 대월면 대월로 234,경기 이천시 대월면 대월로 234,37.1818186948005,127.493816969002,7790.0,15268399.999999998,498560.0,General Merchandise,High-Confidence (Kakao),Cold_Chain
WH_00116,(주)비투로지스,경기도,경기도 파주시 상지석길 403 (상지석동),경기 파주시 상지석길 403,37.7267376910041,126.793222633148,3681.0,5153400.0,294480.0,Fashion & Cosmetics,High-Confidence (Kakao),Ambient
WH_00117,롯데글로벌로지스(주),경기도,경기도 이천시 호법면 덕평로581번길 10-2,경기 이천시 호법면 덕평로581번길 10-2,37.2153273072099,127.374238852917,35472.0,35472000.0,3547200.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00118,롯데글로벌로지스(주),경기도,"경기도 이천시 호법면 덕평로581번길 10, CJ물류센터",경기 이천시 호법면 덕평로581번길 10,37.2148179799561,127.376701379399,22914.0,44911440.0,1466496.0,Fashion & Cosmetics,High-Confidence (Kakao),Cold_Chain
WH_00119,(주)해밀로직스,경기도,경기도 이천시 부발읍 황무로1833번길 175-21,경기 이천시 부발읍 황무로1833번길 175-21,37.2609916247089,127.526860195198,8093.0,11330200.0,647440.0,Fashion & Cosmetics,High-Confidence (Kakao),Cold_Chain
WH_00121,현대모터산업(주),경기도,경기도 시흥시 옥구천동로 120 (정왕동),경기 시흥시 옥구천동로 120,37.3368945601829,126.711141214383,1333.38,1866732.0,106670.4,General Merchandise,High-Confidence (Kakao),Ambient
WH_00122,아이씨비로지스 주식회사,인천광역시,"인천광역시 서구 갑문1로 20, 3층 (오류동)",인천 서구 갑문1로 20,37.5637990905527,126.602830160753,7123.37,9972718.0,569869.6,Electronics,High-Confidence (Kakao),Cold_Chain
WH_00123,유디글로벌로지스 주식회사,인천광역시,"인천광역시 서구 북항로 144, 1동 (원창동)",인천 서구 북항로 144,37.5072881254521,126.632209901221,6883.74,6883740.0,688374.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00124,유디글로벌로지스 주식회사,인천광역시,"인천광역시 서구 북항단지로 151, 10층 (원창동)",인천 서구 북항단지로 151,37.5026070701707,126.622528021031,10515.52,10515520.0,1051552.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00125,(주)리드앤,충청남도,"충청남도 천안시 서북구 한들1로 105, 천안스마트공동물류센터 (백석동)",충남 천안시 서북구 한들1로 105,36.8332959415189,127.117082291996,18231.41,18231410.0,1823141.0,Fashion & Cosmetics,High-Confidence (Kakao),Ambient
WH_00128,아워박스(주),경상남도,"경상남도 양산시 어곡공단6길 50, 3층 (어곡동)",경남 양산시 어곡공단6길 50,35.3860331153554,129.013472086836,8580.06,8580060.0,858006.0,Food & Beverage,High-Confidence (Kakao),Ambient
WH_00129,에이스물류,강원특별자치도,강원특별자치도 원주시 소초면 북원로 3366,강원특별자치도 원주시 소초면 북원로 3366,37.436808877522,127.979151858602,2491.7,2491700.0,249170.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00130,주식회사 넥센,강원특별자치도,강원특별자치도 강릉시 연곡면 연주로 135,강원특별자치도 강릉시 연곡면 연주로 135,37.8672528679507,128.837785378358,3458.0,3458000.0,345800.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00131,징동코리아,경기도,경기도 이천시 대월면 경충대로1687번길 205,경기 이천시 대월면 경충대로1687번길 205,37.2269448768482,127.511249269236,12207.0,12207000.0,1220700.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00132,신안물류센터,전라남도,전라남도 신안군 압해읍 두지숭의길 100,전남 신안군 압해읍 두지숭의길 100,34.8587558976245,126.347968965863,1058.24,1058240.0,105824.0,Cold Storage,High-Confidence (Kakao),Ambient
WH_00133,현대글로비스㈜,경기도,경기도 안성시 일죽면 사실로 147,경기 안성시 일죽면 사실로 147,37.1255648280129,127.432334901843,53302.0,53302000.0,5330200.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00135,(주)한진,경기도,경기도 여주시 가남읍 여주남로 1039-35,경기 여주시 가남읍 여주남로 1039-35,37.2166393083583,127.559458348806,38861.12,54405568.0,3108889.600000001,Food & Beverage,High-Confidence (Kakao),Cold_Chain
WH_00136,롯데글로벌로지스(주),경기도,경기도 여주시 가남읍 가남로 150,경기 여주시 가남읍 가남로 150,37.2205075910991,127.571360145201,30407.84,30407840.0,3040784.0,Electronics,High-Confidence (Kakao),Ambient
WH_00138,(주)케이알로지스,인천광역시,"인천광역시 중구 자유무역로 135, H2블럭 304~306호 (운서동)",인천 중구 자유무역로 135,37.4880115259273,126.480511152293,4216.4,4216400.0,421640.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00139,(주)케이알로지스,인천광역시,"인천광역시 중구 자유무역로107번길 20, H1블럭 312~313호 (운서동)",인천 중구 자유무역로107번길 20,37.4872204914308,126.481176840789,2012.08,3943676.8,128773.12000000002,Food & Beverage,High-Confidence (Kakao),Cold_Chain
WH_00140,(주)에이플러스,인천광역시,인천광역시 서구 북항로32번길 29-16 (원창동),인천 서구 북항로32번길 29-16,37.509670215202,126.642936610455,3583.7,5017180.0,286696.0,General Merchandise,High-Confidence (Kakao),Ambient
WH_00141,신흥글로벌(주),경상남도,경상남도 김해시 주촌면 이노비즈로 33-20,경남 김해시 주촌면 이노비즈로 33-20,35.2578015926026,128.827155824303,6264.45,6264450.0,626445.0,Electronics,High-Confidence (Kakao),Ambient
