hub_id,company_name,sido,lat,lon,area_m2,fixed_cost,capacity_tons,storage_item
WH_0017,LogiCorp Seoul 17,Seoul,37.5810493947489,127.06727355381553,1841,1841000,920.5,Mixed Goods
WH_0018,LogiCorp Seoul 18,Seoul,37.88035809135282,126.82709739277504,1145,1145000,572.5,Mixed Goods
WH_0019,LogiCorp Seoul 19,Seoul,37.74021663102501,127.09674940409444,10394,10394000,5197.0,Mixed Goods
WH_0020,LogiCorp Seoul 20,Seoul,37.66075182638964,126.97616298407296,1675,1675000,837.5,Mixed Goods
WH_0021,LogiCorp Seoul 21,Seoul,37.57787068372906,126.87642574327317,15838,15838000,7919.0,Mixed Goods
WH_0022,LogiCorp Seoul 22,Seoul,37.54444139277468,126.85417542048111,3342,3342000,1671.0,Mixed Goods
WH_0023,LogiCorp Seoul 23,Seoul,37.628439718141344,126.8934413170794,1832,1832000,916.0,Mixed Goods
WH_0024,LogiCorp Seoul 24,Seoul,37.603053081723786,127.0147449856663,2675,2675000,1337.5,Mixed Goods
WH_0025,LogiCorp Seoul 25,Seoul,37.49584425415725,127.01280749060363,865,865000,432.5,Mixed Goods
WH_0026,LogiCorp Seoul 26,Seoul,37.355380433843514,126.87023336681213,3804,3804000,1902.0,Mixed Goods
WH_0027,LogiCorp Seoul 27,Seoul,37.6131361348397,127.19930343254242,13755,13755000,6877.5,Mixed Goods
WH_0028,LogiCorp Seoul 28,Seoul,37.54250922050549,126.97514756881459,1476,1476000,738.0,Mixed Goods
WH_0029,LogiCorp Seoul 29,Seoul,37.56372302960114,126.93470120416197,7239,7239000,3619.5,Mixed Goods
WH_0030,LogiCorp Seoul 30,Seoul,37.44241535846715,127.05590197713617,30924,30924000,15462.0,Mixed Goods
WH_0031,LogiCorp Seoul 31,Seoul,37.550185977731466,127.03825675831483,11251,11251000,5625.5,Mixed Goods
WH_0032,LogiCorp Busan 32,Busan,35.119416929217124,129.10921387227157,4990,4990000,2495.0,Mixed Goods
WH_0033,LogiCorp Busan 33,Busan,35.19425141478233,128.95964853242168,5061,5061000,2530.5,Mixed Goods
WH_0034,LogiCorp Busan 34,Busan,35.254299743686815,129.29327154116928,15539,15539000,7769.5,Mixed Goods
WH_0035,LogiCorp Busan 35,Busan,35.50257736862673,128.9604978655668,14000,14000000,7000.0,Mixed Goods
WH_0036,LogiCorp Busan 36,Busan,35.20710130086076,129.40407043998266,1863,1863000,931.5,Mixed Goods
WH_0037,LogiCorp Busan 37,Busan,35.05364172367288,128.9856911031834,500,500000,250.0,Mixed Goods
WH_0038,LogiCorp Busan 38,Busan,35.100736746747884,128.96173010076694,5887,5887000,2943.5,Mixed Goods
WH_0039,LogiCorp Busan 39,Busan,35.23086339636657,129.3570256258824,15375,15375000,7687.5,Mixed Goods
WH_0040,LogiCorp Busan 40,Busan,35.09306445165064,128.94083779929775,8869,8869000,4434.5,Mixed Goods
WH_0041,LogiCorp Busan 41,Busan,34.9815650189469,129.35031881487816,20238,20238000,10119.0,Mixed Goods
WH_0042,LogiCorp Busan 42,Busan,35.1092236521843,128.81862982063637,24950,24950000,12475.0,Mixed Goods
WH_0043,LogiCorp Busan 43,Busan,35.16241902321211,129.26127244679603,725,725000,362.5,Mixed Goods
WH_0044,LogiCorp Busan 44,Busan,35.08969374655693,129.07638655495774,5200,5200000,2600.0,Mixed Goods
WH_0045,LogiCorp Busan 45,Busan,35.11209017927811,129.16902748985214,1365,1365000,682.5,Mixed Goods
WH_0046,LogiCorp Busan 46,Busan,35.15824307724681,129.0936443447568,9112,9112000,4556.0,Mixed Goods
WH_0047,LogiCorp Busan 47,Busan,35.286342231713334,128.90690368622433,780,780000,390.0,Mixed Goods
WH_0048,LogiCorp Busan 48,Busan,35.371251523284776,129.12544710179694,2002,2002000,1001.0,Mixed Goods
WH_0049,LogiCorp Busan 49,Busan,35.41227279632838,129.09295119514394,20235,20235000,10117.5,Mixed Goods
WH_0050,LogiCorp Busan 50,Busan,35.18972777221152,129.3847121887323,40393,40393000,20196.5,Mixed Goods
WH_0051,LogiCorp Busan 51,Busan,35.14225537772814,129.22133564264317,10662,10662000,5331.0,Mixed Goods
WH_0052,LogiCorp Busan 52,Busan,35.38489473362985,128.930861480913,11195,11195000,5597.5,Mixed Goods
WH_0053,LogiCorp Busan 53,Busan,35.33836367302744,128.81178907703654,1188,1188000,594.0,Mixed Goods
WH_0054,LogiCorp Busan 54,Busan,34.87371517333599,129.03518897483332,11627,11627000,5813.5,Mixed Goods
WH_0055,LogiCorp Busan 55,Busan,35.4049535578144,129.08671421706296,34695,34695000,17347.5,Mixed Goods
WH_0056,LogiCorp Busan 56,Busan,34.97258478126777,128.82009263409674,4598,4598000,2299.0,Mixed Goods
WH_0057,LogiCorp Busan 57,Busan,35.2372098173409,129.0706957877859,500,500000,250.0,Mixed Goods
WH_0058,LogiCorp Busan 58,Busan,35.16623199407308,128.8799295749243,10978,10978000,5489.0,Mixed Goods
WH_0059,LogiCorp Busan 59,Busan,35.23458973691453,128.9346180320509,2653,2653000,1326.5,Mixed Goods
WH_0060,LogiCorp Busan 60,Busan,35.02071797171666,129.06619813540902,15462,15462000,7731.0,Mixed Goods
WH_0061,LogiCorp Busan 61,Busan,35.03174109304967,129.1512069773277,2601,2601000,1300.5,Mixed Goods
WH_0062,LogiCorp Busan 62,Busan,35.06066907516065,129.05954544600684,1419,1419000,709.5,Mixed Goods
WH_0063,LogiCorp Busan 63,Busan,35.096552604197925,128.89591831611168,51931,51931000,25965.5,Mixed Goods
WH_0064,LogiCorp Busan 64,Busan,35.18488953279576,128.9706411738011,6354,6354000,3177.0,Mixed Goods
WH_0065,LogiCorp Busan 65,Busan,35.162750792546376,129.04245456007,10270,10270000,5135.0,Mixed Goods
WH_0066,LogiCorp Busan 66,Busan,35.293226156507096,128.99602482785843,2463,2463000,1231.5,Mixed Goods
WH_0067,LogiCorp Busan 67,Busan,35.13834224542725,128.73031182528968,798,798000,399.0,Mixed Goods
WH_0068,LogiCorp Busan 68,Busan,35.38463114011668,129.3223451570252,3645,3645000,1822.5,Mixed Goods
WH_0069,LogiCorp Busan 69,Busan,35.26608354445837,129.12228752318154,197730,197730000,98865.0,Mixed Goods
WH_0070,LogiCorp Busan 70,Busan,35.347536236715186,129.0564123612779,1561,1561000,780.5,Mixed Goods
WH_0071,LogiCorp Busan 71,Busan,34.93863305196137,129.1061195453801,1983,1983000,991.5,Mixed Goods
WH_0072,LogiCorp Busan 72,Busan,34.96626194356035,128.97861406736362,1342,1342000,671.0,Mixed Goods
WH_0073,LogiCorp Busan 73,Busan,35.432671245260885,129.20784596354244,4868,4868000,2434.0,Mixed Goods
WH_0074,LogiCorp Busan 74,Busan,35.40159162083351,129.08720524614716,1748,1748000,874.0,Mixed Goods
WH_0075,LogiCorp Busan 75,Busan,35.40806861159045,129.1564365065527,1416,1416000,708.0,Mixed Goods
WH_0076,LogiCorp Busan 76,Busan,35.15104919828746,128.9442572619923,935,935000,467.5,Mixed Goods
WH_0077,LogiCorp Busan 77,Busan,35.318526632129746,129.36201249607052,918,918000,459.0,Mixed Goods
WH_0078,LogiCorp Busan 78,Busan,35.264045385503586,128.97800361463175,2739,2739000,1369.5,Mixed Goods
WH_0079,LogiCorp Busan 79,Busan,35.09074091136417,128.94600138454803,5209,5209000,2604.5,Mixed Goods
WH_0080,LogiCorp Busan 80,Busan,35.05495748253834,129.11616852386697,4627,4627000,2313.5,Mixed Goods
WH_0081,LogiCorp Busan 81,Busan,35.14375779297004,128.93946545069377,2460,2460000,1230.0,Mixed Goods
WH_0082,LogiCorp Busan 82,Busan,35.29290868387386,129.15073757814366,1521,1521000,760.5,Mixed Goods
WH_0083,LogiCorp Busan 83,Busan,35.194499845814384,129.1883080685058,663,663000,331.5,Mixed Goods
WH_0084,LogiCorp Busan 84,Busan,35.26110402885699,128.97620643615812,9747,9747000,4873.5,Mixed Goods
WH_0085,LogiCorp Busan 85,Busan,35.06511112651862,128.80486768490033,697,697000,348.5,Mixed Goods
WH_0086,LogiCorp Busan 86,Busan,35.186812741999205,129.11455837525824,1660,1660000,830.0,Mixed Goods
WH_0087,LogiCorp Busan 87,Busan,35.275388868816606,128.82637199065965,4540,4540000,2270.0,Mixed Goods
WH_0088,LogiCorp Busan 88,Busan,34.997947570035635,128.9778245838297,5202,5202000,2601.0,Mixed Goods
WH_0089,LogiCorp Busan 89,Busan,35.05053799520741,129.01791666836553,16441,16441000,8220.5,Mixed Goods
WH_0090,LogiCorp Busan 90,Busan,35.093066219571526,129.20095381680977,1267,1267000,633.5,Mixed Goods
WH_0091,LogiCorp Busan 91,Busan,35.25907062668729,129.2918352930987,500,500000,250.0,Mixed Goods
WH_0092,LogiCorp Busan 92,Busan,35.06006571167943,129.1621608190771,3852,3852000,1926.0,Mixed Goods
WH_0093,LogiCorp Busan 93,Busan,35.235271881005694,128.98500222199263,5453,5453000,2726.5,Mixed Goods
WH_0094,LogiCorp Busan 94,Busan,35.15624841469119,129.25076730924897,6670,6670000,3335.0,Mixed Goods
WH_0095,LogiCorp Busan 95,Busan,35.23024039931128,129.01381845508163,2738,2738000,1369.0,Mixed Goods
WH_0096,LogiCorp Busan 96,Busan,35.11471627182706,129.13476782135675,2966,2966000,1483.0,Mixed Goods
WH_0097,LogiCorp Busan 97,Busan,35.223066228534464,129.38691011979682,13980,13980000,6990.0,Mixed Goods
WH_0098,LogiCorp Busan 98,Busan,35.130696470174826,129.2557820883246,3012,3012000,1506.0,Mixed Goods
WH_0099,LogiCorp Busan 99,Busan,34.873881319723324,128.9243870533624,521,521000,260.5,Mixed Goods
WH_0100,LogiCorp Busan 100,Busan,35.1268729773938,129.07836275687845,36744,36744000,18372.0,Mixed Goods
WH_0101,LogiCorp Busan 101,Busan,35.22863910606463,129.04273492067867,13297,13297000,6648.5,Mixed Goods
WH_0102,LogiCorp Busan 102,Busan,34.847929703648816,129.1109421837163,12395,12395000,6197.5,Mixed Goods
WH_0103,LogiCorp Busan 103,Busan,34.95781206313303,129.24716310648105,7378,7378000,3689.0,Mixed Goods
WH_0104,LogiCorp Busan 104,Busan,35.11730681291488,129.17051727991594,74969,74969000,37484.5,Mixed Goods
WH_0105,LogiCorp Busan 105,Busan,35.20687993825877,129.11283308794506,2832,2832000,1416.0,Mixed Goods
WH_0106,LogiCorp Busan 106,Busan,35.05212334458028,129.20015037248166,1759,1759000,879.5,Mixed Goods
WH_0107,LogiCorp Busan 107,Busan,35.19033493558291,129.00395138298524,8732,8732000,4366.0,Mixed Goods
WH_0108,LogiCorp Busan 108,Busan,35.22964931579304,129.23123099163868,2665,2665000,1332.5,Mixed Goods
WH_0109,LogiCorp Busan 109,Busan,35.139118759705994,128.92878544263266,2884,2884000,1442.0,Mixed Goods
WH_0110,LogiCorp Busan 110,Busan,35.23619507395673,129.1891482924968,1625,1625000,812.5,Mixed Goods
WH_0111,LogiCorp Busan 111,Busan,35.31004088801585,129.27894567882075,8072,8072000,4036.0,Mixed Goods
WH_0112,LogiCorp Busan 112,Busan,35.46111937188371,128.95953162013447,1104,1104000,552.0,Mixed Goods
WH_0113,LogiCorp Busan 113,Busan,34.91279196266436,129.30000664672338,10778,10778000,5389.0,Mixed Goods
WH_0114,LogiCorp Busan 114,Busan,35.171262299363434,129.11759529394797,1273,1273000,636.5,Mixed Goods
WH_0115,LogiCorp Busan 115,Busan,35.54646279694253,129.09498317729629,5604,5604000,2802.0,Mixed Goods
WH_0116,LogiCorp Busan 116,Busan,35.2884649935848,129.1477513847605,6430,6430000,3215.0,Mixed Goods
WH_0117,LogiCorp Busan 117,Busan,35.0610288316832,129.1463202535704,47025,47025000,23512.5,Mixed Goods
WH_0118,LogiCorp Busan 118,Busan,35.381413006923246,129.31457799399593,2661,2661000,1330.5,Mixed Goods
WH_0119,LogiCorp Busan 119,Busan,35.03115927696121,129.05673196198507,5255,5255000,2627.5,Mixed Goods
WH_0120,LogiCorp Busan 120,Busan,35.343728727770646,128.8217303055428,30806,30806000,15403.0,Mixed Goods
WH_0121,LogiCorp Busan 121,Busan,35.15589881521315,129.0115678395079,1459,1459000,729.5,Mixed Goods
WH_0122,LogiCorp Busan 122,Busan,34.931371499220134,129.1990755875943,5367,5367000,2683.5,Mixed Goods
WH_0123,LogiCorp Busan 123,Busan,34.986105865038844,128.88133818419047,3285,3285000,1642.5,Mixed Goods
WH_0124,LogiCorp Busan 124,Busan,35.42995322879341,129.03666129729547,809,809000,404.5,Mixed Goods
WH_0125,LogiCorp Busan 125,Busan,35.14273854038711,129.03469146453787,500,500000,250.0,Mixed Goods
WH_0126,LogiCorp Busan 126,Busan,35.17145577002233,129.04095982046871,11333,11333000,5666.5,Mixed Goods
WH_0127,LogiCorp Busan 127,Busan,35.4569434142418,129.24458475443217,3559,3559000,1779.5,Mixed Goods
WH_0128,LogiCorp Busan 128,Busan,35.01362111368875,129.4616039704875,5277,5277000,2638.5,Mixed Goods
WH_0129,LogiCorp Busan 129,Busan,35.18168939378694,129.0719812369335,6234,6234000,3117.0,Mixed Goods
WH_0130,LogiCorp Busan 130,Busan,35.15794593821141,128.98955069896797,2550,2550000,1275.0,Mixed Goods
WH_0131,LogiCorp Daegu 131,Daegu,35.866487009467605,128.51988628432994,2089,2089000,1044.5,Mixed Goods
WH_0132,LogiCorp Daegu 132,Daegu,35.88736453415378,128.56315341738687,29875,29875000,14937.5,Mixed Goods
WH_0133,LogiCorp Daegu 133,Daegu,35.47375452874105,128.76512602778837,21923,21923000,10961.5,Mixed Goods
WH_0134,LogiCorp Daegu 134,Daegu,35.56039146513878,128.54999686088797,3147,3147000,1573.5,Mixed Goods
WH_0135,LogiCorp Daegu 135,Daegu,35.660273245792325,128.48472749686138,1296,1296000,648.0,Mixed Goods
WH_0136,LogiCorp Daegu 136,Daegu,36.13424056651355,128.74175175897213,22604,22604000,11302.0,Mixed Goods
WH_0137,LogiCorp Daegu 137,Daegu,35.97965080960649,128.43204223431744,2619,2619000,1309.5,Mixed Goods
WH_0138,LogiCorp Daegu 138,Daegu,35.94480618418419,128.41808082866623,11563,11563000,5781.5,Mixed Goods
WH_0139,LogiCorp Daegu 139,Daegu,35.83535119027628,128.54517687886758,11535,11535000,5767.5,Mixed Goods
WH_0140,LogiCorp Daegu 140,Daegu,35.93803949672291,128.54725507512714,19756,19756000,9878.0,Mixed Goods
WH_0141,LogiCorp Daegu 141,Daegu,35.70924050086002,128.69379034104165,10014,10014000,5007.0,Mixed Goods
WH_0142,LogiCorp Daegu 142,Daegu,35.8249680341029,128.65031995333632,1095,1095000,547.5,Mixed Goods
WH_0143,LogiCorp Daegu 143,Daegu,36.01000405288104,128.57366467953355,2625,2625000,1312.5,Mixed Goods
WH_0144,LogiCorp Daegu 144,Daegu,36.02875138387554,128.4957484464186,907,907000,453.5,Mixed Goods
WH_0145,LogiCorp Daegu 145,Daegu,35.63790562397141,128.69230149270186,1057,1057000,528.5,Mixed Goods
WH_0146,LogiCorp Daegu 146,Daegu,36.134619127297654,128.28911058881746,37637,37637000,18818.5,Mixed Goods
WH_0147,LogiCorp Daegu 147,Daegu,35.903052620080395,128.58689303321944,2556,2556000,1278.0,Mixed Goods
WH_0148,LogiCorp Daegu 148,Daegu,35.93127041715281,128.5957547946363,18471,18471000,9235.5,Mixed Goods
WH_0149,LogiCorp Daegu 149,Daegu,35.88853414729931,128.6239452642193,3177,3177000,1588.5,Mixed Goods
WH_0150,LogiCorp Daegu 150,Daegu,35.86285815644184,128.64757026533383,631,631000,315.5,Mixed Goods
WH_0151,LogiCorp Daegu 151,Daegu,35.66917218668414,128.71288961410343,6033,6033000,3016.5,Mixed Goods
WH_0152,LogiCorp Daegu 152,Daegu,35.8438024995471,128.60416508995982,7458,7458000,3729.0,Mixed Goods
WH_0153,LogiCorp Daegu 153,Daegu,35.7904360479536,128.48465429118966,6217,6217000,3108.5,Mixed Goods
WH_0154,LogiCorp Incheon 154,Incheon,37.30954408335774,126.76643791335718,637,637000,318.5,Mixed Goods
WH_0155,LogiCorp Incheon 155,Incheon,37.61067334559885,126.77608962236197,6682,6682000,3341.0,Mixed Goods
WH_0156,LogiCorp Incheon 156,Incheon,37.60370364759183,126.9550211666694,16601,16601000,8300.5,Mixed Goods
WH_0157,LogiCorp Incheon 157,Incheon,37.18016886530025,126.51326345498966,2322,2322000,1161.0,Mixed Goods
WH_0158,LogiCorp Incheon 158,Incheon,37.460213657531625,126.78284885307038,2057,2057000,1028.5,Mixed Goods
WH_0159,LogiCorp Incheon 159,Incheon,37.48431501467156,126.591892560147,2359,2359000,1179.5,Mixed Goods
WH_0160,LogiCorp Incheon 160,Incheon,37.24530083547277,126.56671501308337,971,971000,485.5,Mixed Goods
WH_0161,LogiCorp Incheon 161,Incheon,37.3099190120534,126.86324626949119,1573,1573000,786.5,Mixed Goods
WH_0162,LogiCorp Incheon 162,Incheon,37.85115730972561,126.77919768513213,6135,6135000,3067.5,Mixed Goods
WH_0163,LogiCorp Incheon 163,Incheon,37.327546332972815,126.81024648191135,2463,2463000,1231.5,Mixed Goods
WH_0164,LogiCorp Incheon 164,Incheon,37.4746014721968,127.08921268074032,4380,4380000,2190.0,Mixed Goods
WH_0165,LogiCorp Incheon 165,Incheon,37.62869099894285,126.59972353623112,4713,4713000,2356.5,Mixed Goods
WH_0166,LogiCorp Incheon 166,Incheon,37.721920095345325,126.61115494133183,43258,43258000,21629.0,Mixed Goods
WH_0167,LogiCorp Incheon 167,Incheon,37.56246279031832,126.62082998361586,10497,10497000,5248.5,Mixed Goods
WH_0168,LogiCorp Incheon 168,Incheon,37.60218316744401,126.79847149433259,747,747000,373.5,Mixed Goods
WH_0169,LogiCorp Incheon 169,Incheon,37.34722942362627,126.66807220466728,4495,4495000,2247.5,Mixed Goods
WH_0170,LogiCorp Incheon 170,Incheon,37.5494008146326,126.73185515013999,990,990000,495.0,Mixed Goods
WH_0171,LogiCorp Incheon 171,Incheon,37.513329677650894,126.79678786179258,9621,9621000,4810.5,Mixed Goods
WH_0172,LogiCorp Incheon 172,Incheon,37.61841710883319,126.83028832318234,8527,8527000,4263.5,Mixed Goods
WH_0173,LogiCorp Incheon 173,Incheon,37.4457751432812,126.45605585997261,8230,8230000,4115.0,Mixed Goods
WH_0174,LogiCorp Incheon 174,Incheon,37.48745315307447,126.7459368255793,1062,1062000,531.0,Mixed Goods
WH_0175,LogiCorp Incheon 175,Incheon,37.29414151893876,126.86317292799994,4687,4687000,2343.5,Mixed Goods
WH_0176,LogiCorp Incheon 176,Incheon,37.55852510460589,126.70944775641958,5093,5093000,2546.5,Mixed Goods
WH_0177,LogiCorp Incheon 177,Incheon,37.5970425708964,126.6277932907674,5516,5516000,2758.0,Mixed Goods
WH_0178,LogiCorp Incheon 178,Incheon,37.386958706694244,126.64002556588515,3391,3391000,1695.5,Mixed Goods
WH_0179,LogiCorp Incheon 179,Incheon,37.48962006574506,126.63338770675048,22179,22179000,11089.5,Mixed Goods
WH_0180,LogiCorp Incheon 180,Incheon,37.322108904667076,126.6771692533758,2900,2900000,1450.0,Mixed Goods
WH_0181,LogiCorp Incheon 181,Incheon,37.67334668265306,126.73468321647674,16953,16953000,8476.5,Mixed Goods
WH_0182,LogiCorp Incheon 182,Incheon,37.233465944044454,126.7452575398804,14293,14293000,7146.5,Mixed Goods
WH_0183,LogiCorp Incheon 183,Incheon,37.46864259839131,126.8650220562598,2642,2642000,1321.0,Mixed Goods
WH_0184,LogiCorp Incheon 184,Incheon,37.66770211602783,127.05003471854289,3180,3180000,1590.0,Mixed Goods
WH_0185,LogiCorp Incheon 185,Incheon,37.38947462178988,126.92320767156767,32712,32712000,16356.0,Mixed Goods
WH_0186,LogiCorp Incheon 186,Incheon,37.37787099592701,126.64217197743562,3505,3505000,1752.5,Mixed Goods
WH_0187,LogiCorp Incheon 187,Incheon,37.25463242334486,126.56740220802737,1473,1473000,736.5,Mixed Goods
WH_0188,LogiCorp Incheon 188,Incheon,37.34113036523438,126.69999726689198,6510,6510000,3255.0,Mixed Goods
WH_0189,LogiCorp Incheon 189,Incheon,37.68887507392211,126.55544689388918,16013,16013000,8006.5,Mixed Goods
WH_0190,LogiCorp Incheon 190,Incheon,37.42420167336617,126.69778044355213,11046,11046000,5523.0,Mixed Goods
WH_0191,LogiCorp Incheon 191,Incheon,37.287891696765655,126.76256146192762,6001,6001000,3000.5,Mixed Goods
WH_0192,LogiCorp Incheon 192,Incheon,37.53016768960122,126.74857529658618,93560,93560000,46780.0,Mixed Goods
WH_0193,LogiCorp Incheon 193,Incheon,37.360639002362305,126.62555045674974,2327,2327000,1163.5,Mixed Goods
WH_0194,LogiCorp Incheon 194,Incheon,37.37297843212596,126.60959193090403,20472,20472000,10236.0,Mixed Goods
WH_0195,LogiCorp Incheon 195,Incheon,37.66937563719848,126.61958805593758,1810,1810000,905.0,Mixed Goods
WH_0196,LogiCorp Incheon 196,Incheon,37.52701233345796,126.62236654335786,10504,10504000,5252.0,Mixed Goods
WH_0197,LogiCorp Incheon 197,Incheon,37.48673845312769,126.47783838275042,31477,31477000,15738.5,Mixed Goods
WH_0198,LogiCorp Incheon 198,Incheon,37.725681650964326,126.61328169642735,3086,3086000,1543.0,Mixed Goods
WH_0199,LogiCorp Incheon 199,Incheon,37.49917980860874,126.75536851849806,10832,10832000,5416.0,Mixed Goods
WH_0200,LogiCorp Incheon 200,Incheon,37.75783068081495,126.6786579158759,1886,1886000,943.0,Mixed Goods
WH_0201,LogiCorp Incheon 201,Incheon,37.24940211579782,126.59556049400872,4723,4723000,2361.5,Mixed Goods
WH_0202,LogiCorp Incheon 202,Incheon,37.72548367952767,126.62755830514458,6429,6429000,3214.5,Mixed Goods
WH_0203,LogiCorp Incheon 203,Incheon,37.453836565589086,126.88345899101722,101958,101958000,50979.0,Mixed Goods
WH_0204,LogiCorp Incheon 204,Incheon,37.37666968406195,126.63178408362228,17206,17206000,8603.0,Mixed Goods
WH_0205,LogiCorp Incheon 205,Incheon,37.558583723443945,126.98220609886042,9904,9904000,4952.0,Mixed Goods
WH_0206,LogiCorp Incheon 206,Incheon,37.40240618638194,126.79379822460385,18591,18591000,9295.5,Mixed Goods
WH_0207,LogiCorp Incheon 207,Incheon,37.579372327179605,126.7812911046661,17677,17677000,8838.5,Mixed Goods
WH_0208,LogiCorp Incheon 208,Incheon,37.63169433856685,126.91252384865564,10705,10705000,5352.5,Mixed Goods
WH_0209,LogiCorp Incheon 209,Incheon,37.43123228795247,126.727207052965,20906,20906000,10453.0,Mixed Goods
WH_0210,LogiCorp Incheon 210,Incheon,37.33375964935191,126.76050099633095,3066,3066000,1533.0,Mixed Goods
WH_0211,LogiCorp Incheon 211,Incheon,37.46061172344022,126.8969677793911,6182,6182000,3091.0,Mixed Goods
WH_0212,LogiCorp Incheon 212,Incheon,37.46326548222342,126.50122157885302,12034,12034000,6017.0,Mixed Goods
WH_0213,LogiCorp Incheon 213,Incheon,37.55312262717116,127.02968820849583,3397,3397000,1698.5,Mixed Goods
WH_0214,LogiCorp Incheon 214,Incheon,37.489172549149586,126.74260755255662,32629,32629000,16314.5,Mixed Goods
WH_0215,LogiCorp Incheon 215,Incheon,37.44200567014195,126.74705322886555,10193,10193000,5096.5,Mixed Goods
WH_0216,LogiCorp Incheon 216,Incheon,37.48429136847345,126.63823495781743,6204,6204000,3102.0,Mixed Goods
WH_0217,LogiCorp Incheon 217,Incheon,37.617344762478965,126.55122270508835,5765,5765000,2882.5,Mixed Goods
WH_0218,LogiCorp Incheon 218,Incheon,37.35128187775912,126.88445699433873,790,790000,395.0,Mixed Goods
WH_0219,LogiCorp Incheon 219,Incheon,37.37246172290926,126.76178178125969,32165,32165000,16082.5,Mixed Goods
WH_0220,LogiCorp Incheon 220,Incheon,37.44643746083905,126.62192007099603,46976,46976000,23488.0,Mixed Goods
WH_0221,LogiCorp Incheon 221,Incheon,37.23909791493756,126.375379106507,8333,8333000,4166.5,Mixed Goods
WH_0222,LogiCorp Incheon 222,Incheon,37.38099186634711,126.5520150774304,11499,11499000,5749.5,Mixed Goods
WH_0223,LogiCorp Incheon 223,Incheon,37.49287010706568,126.6205882053895,1057,1057000,528.5,Mixed Goods
WH_0224,LogiCorp Incheon 224,Incheon,37.58716859924202,126.8027301766938,4363,4363000,2181.5,Mixed Goods
WH_0225,LogiCorp Incheon 225,Incheon,37.733295549407146,126.54468728505108,788,788000,394.0,Mixed Goods
WH_0226,LogiCorp Incheon 226,Incheon,37.352513789517815,126.69836209754668,6581,6581000,3290.5,Mixed Goods
WH_0227,LogiCorp Incheon 227,Incheon,37.42011459132155,126.75800830947715,1095,1095000,547.5,Mixed Goods
WH_0228,LogiCorp Incheon 228,Incheon,37.672864690610986,126.69287732324112,18784,18784000,9392.0,Mixed Goods
WH_0229,LogiCorp Incheon 229,Incheon,37.50770880195665,126.77371298287308,9737,9737000,4868.5,Mixed Goods
WH_0230,LogiCorp Incheon 230,Incheon,37.5234562840026,126.80160841398013,24221,24221000,12110.5,Mixed Goods
WH_0231,LogiCorp Incheon 231,Incheon,37.485778175455216,126.81155056363828,4413,4413000,2206.5,Mixed Goods
WH_0232,LogiCorp Incheon 232,Incheon,37.67231758231742,126.60374115469112,42665,42665000,21332.5,Mixed Goods
WH_0233,LogiCorp Incheon 233,Incheon,37.45027630740335,126.4905837346823,5731,5731000,2865.5,Mixed Goods
WH_0234,LogiCorp Incheon 234,Incheon,37.35414225137877,126.83129653234832,2246,2246000,1123.0,Mixed Goods
WH_0235,LogiCorp Incheon 235,Incheon,37.38937248501778,126.42176889035818,2856,2856000,1428.0,Mixed Goods
WH_0236,LogiCorp Incheon 236,Incheon,37.09271810100566,126.46761457647715,12240,12240000,6120.0,Mixed Goods
WH_0237,LogiCorp Incheon 237,Incheon,37.57417002379762,126.76901863426775,1540,1540000,770.0,Mixed Goods
